DELIVERY_DATE,DELIVERY_HOUR,INTERVAL,ENGY
2015/10/17,20,4,27.66
2015/10/17,20,5,27.66
2015/10/17,20,6,27.66
2015/10/17,20,7,27.66
2015/10/17,20,8,27.48
2015/10/17,20,9,27.48
2015/10/17,20,10,27.48
2015/10/17,20,11,27.18
2015/10/17,20,12,27.18
2015/10/17,21,1,27.66
2015/10/17,21,2,27.66
2015/10/17,21,3,27.48
2015/10/17,21,4,27.48
2015/10/17,21,5,29.75
2015/10/17,21,6,27.66
2015/10/17,21,7,27.66
2015/10/17,21,8,27.21
2015/10/17,21,9,27.21
2015/10/17,21,10,25.64
2015/10/17,21,11,25.59
2015/10/17,21,12,25.58
2015/10/17,22,1,27.67
2015/10/17,22,2,27.66
2015/10/17,22,3,27.66
2015/10/17,22,4,25.63
2015/10/17,22,5,25.6
2015/10/17,22,6,30
2015/10/17,22,7,46.2
2015/10/17,22,8,27.66
2015/10/17,22,9,27.66
2015/10/17,22,10,27.66
2015/10/17,22,11,27.66
2015/10/17,22,12,25.61
2015/10/17,23,1,50.2
2015/10/17,23,2,29.65
2015/10/17,23,3,29.65
2015/10/17,23,4,27.81
2015/10/17,23,5,27.67
2015/10/17,23,6,27.67
2015/10/17,23,7,27.67
2015/10/17,23,8,27.67
2015/10/17,23,9,27.67
2015/10/17,23,10,27.66
2015/10/17,23,11,27.66
2015/10/17,23,12,25.64
2015/10/17,24,1,69.13
2015/10/17,24,2,34.86
2015/10/17,24,3,27.67
2015/10/17,24,4,27.67
2015/10/17,24,5,27.67
2015/10/17,24,6,27.67
2015/10/17,24,7,27.66
2015/10/17,24,8,27.66
2015/10/17,24,9,27.66
2015/10/17,24,10,25.64
2015/10/17,24,11,25.6
2015/10/17,24,12,25.6
2015/10/18,1,1,30
2015/10/18,1,2,59
2015/10/18,1,3,59
2015/10/18,1,4,59
2015/10/18,1,5,59
2015/10/18,1,6,24.94
2015/10/18,1,7,24.94
2015/10/18,1,8,55.62
2015/10/18,1,9,89.13
2015/10/18,1,10,89.14
2015/10/18,1,11,82.2
2015/10/18,1,12,82.2
2015/10/18,2,1,135.13
2015/10/18,2,2,135.13
2015/10/18,2,3,89.13
2015/10/18,2,4,135.13
2015/10/18,2,5,89.13
2015/10/18,2,6,82.2
2015/10/18,2,7,89.13
2015/10/18,2,8,69.14
2015/10/18,2,9,85
2015/10/18,2,10,82
2015/10/18,2,11,69.14
2015/10/18,2,12,69.13
2015/10/18,3,1,25.8
2015/10/18,3,2,24.94
2015/10/18,3,3,23.81
2015/10/18,3,4,24.94
2015/10/18,3,5,23.8
2015/10/18,3,6,23.8
2015/10/18,3,7,23.8
2015/10/18,3,8,14.39
2015/10/18,3,9,14.39
2015/10/18,3,10,14.5
2015/10/18,3,11,23.8
2015/10/18,3,12,24.97
2015/10/18,4,1,14.39
2015/10/18,4,2,14.39
2015/10/18,4,3,14.39
2015/10/18,4,4,24.94
2015/10/18,4,5,24.94
2015/10/18,4,6,24.97
2015/10/18,4,7,24.94
2015/10/18,4,8,14.38
2015/10/18,4,9,14.39
2015/10/18,4,10,14.4
2015/10/18,4,11,24.94
2015/10/18,4,12,24.94
2015/10/18,5,1,14.35
2015/10/18,5,2,14.34
2015/10/18,5,3,14.36
2015/10/18,5,4,14.35
2015/10/18,5,5,14.36
2015/10/18,5,6,14.36
2015/10/18,5,7,14.36
2015/10/18,5,8,14.36
2015/10/18,5,9,14.36
2015/10/18,5,10,14.37
2015/10/18,5,11,14.37
2015/10/18,5,12,23.72
2015/10/18,6,1,14.39
2015/10/18,6,2,25.8
2015/10/18,6,3,46.2
2015/10/18,6,4,30
2015/10/18,6,5,24.94
2015/10/18,6,6,25.8
2015/10/18,6,7,50.21
2015/10/18,6,8,46.2
2015/10/18,6,9,55.62
2015/10/18,6,10,55.62
2015/10/18,6,11,59.62
2015/10/18,6,12,62.92
2015/10/18,7,1,14.35
2015/10/18,7,2,14.37
2015/10/18,7,3,14.4
2015/10/18,7,4,24.97
2015/10/18,7,5,30
2015/10/18,7,6,30
2015/10/18,7,7,25.8
2015/10/18,7,8,50.2
2015/10/18,7,9,46.2
2015/10/18,7,10,45.62
2015/10/18,7,11,50.21
2015/10/18,7,12,55.72
2015/10/18,8,5,5.21
2015/10/18,8,6,6.59
2015/10/18,8,7,14.34
2015/10/18,8,8,14.35
2015/10/18,8,9,14.35
2015/10/18,8,10,14.36
2015/10/18,8,11,14.36
2015/10/18,8,12,14.37
2015/10/18,9,1,25.62
2015/10/18,9,2,25.59
2015/10/18,9,3,25.56
2015/10/18,9,4,24.69
2015/10/18,9,5,24.69
2015/10/18,9,6,24.69
2015/10/18,9,7,24.69
2015/10/18,9,8,17.67
2015/10/18,9,9,17.67
2015/10/18,9,10,17.21
2015/10/18,9,11,17.21
2015/10/18,9,12,17.21
2015/10/18,10,1,24.69
2015/10/18,10,2,24.69
2015/10/18,10,3,24.69
2015/10/18,10,4,24.69
2015/10/18,10,5,24.69
2015/10/18,10,6,24.69
2015/10/18,10,7,24.69
2015/10/18,10,8,24.69
2015/10/18,10,9,24.69
2015/10/18,10,10,24.69
2015/10/18,10,11,24.69
2015/10/18,10,12,24.69
2015/10/18,11,1,24.78
2015/10/18,11,2,24.97
2015/10/18,11,3,24.82
2015/10/18,11,4,24.79
2015/10/18,11,5,24.94
2015/10/18,11,6,24.94
2015/10/18,11,7,24.97
2015/10/18,11,8,25.57
2015/10/18,11,9,25.58
2015/10/18,11,10,25.58
2015/10/18,11,11,25.61
2015/10/18,11,12,25.62
2015/10/18,12,1,28.26
2015/10/18,12,2,28.26
2015/10/18,12,3,28.26
2015/10/18,12,4,28.3
2015/10/18,12,5,28.06
2015/10/18,12,6,26.99
2015/10/18,12,7,28.06
2015/10/18,12,8,28.3
2015/10/18,12,9,28.06
2015/10/18,12,10,28.06
2015/10/18,12,11,27
2015/10/18,12,12,28.06
2015/10/18,13,1,30.96
2015/10/18,13,2,28.65
2015/10/18,13,3,28.65
2015/10/18,13,4,28.3
2015/10/18,13,5,28.3
2015/10/18,13,6,28.3
2015/10/18,13,7,28.3
2015/10/18,13,8,28.62
2015/10/18,13,9,29.82
2015/10/18,13,10,29.82
2015/10/18,13,11,28.65
2015/10/18,13,12,28.3
2015/10/18,14,1,28.28
2015/10/18,14,2,26.99
2015/10/18,14,3,28.06
2015/10/18,14,4,28.06
2015/10/18,14,5,28.26
2015/10/18,14,6,25.61
2015/10/18,14,7,26.99
2015/10/18,14,8,26.99
2015/10/18,14,9,27.66
2015/10/18,14,10,28.06
2015/10/18,14,11,26.99
2015/10/18,14,12,25.63
2015/10/18,15,1,25.6
2015/10/18,15,2,25.58
2015/10/18,15,3,25.61
2015/10/18,15,4,27.66
2015/10/18,15,5,25.63
2015/10/18,15,6,27.66
2015/10/18,15,7,27.66
2015/10/18,15,8,27.66
2015/10/18,15,9,27.66
2015/10/18,15,10,27.66
2015/10/18,15,11,27.67
2015/10/18,15,12,27.67
2015/10/18,16,1,17.22
2015/10/18,16,2,24.69
2015/10/18,16,3,24.69
2015/10/18,16,4,24.8
2015/10/18,16,5,25.57
2015/10/18,16,6,25.56
2015/10/18,16,7,24.94
2015/10/18,16,8,25.57
2015/10/18,16,9,25.63
2015/10/18,16,10,27.66
2015/10/18,16,11,27.66
2015/10/18,16,12,27.66
2015/10/18,17,1,25.58
2015/10/18,17,2,25.62
2015/10/18,17,3,25.59
2015/10/18,17,4,25.61
2015/10/18,17,5,25.63
2015/10/18,17,6,27.66
2015/10/18,17,7,27.66
2015/10/18,17,8,27.93
2015/10/18,17,9,27.67
2015/10/18,17,10,27.67
2015/10/18,17,11,27.67
2015/10/18,17,12,27.67
2015/10/18,18,1,25.6
2015/10/18,18,2,25.61
2015/10/18,18,3,27.66
2015/10/18,18,4,27.66
2015/10/18,18,5,27.67
2015/10/18,18,6,27.67
2015/10/18,18,7,27.67
2015/10/18,18,8,27.67
2015/10/18,18,9,28.02
2015/10/18,18,10,27.93
2015/10/18,18,11,28.02
2015/10/18,18,12,28.02
2015/10/18,19,1,125.13
2015/10/18,19,2,50.22
2015/10/18,19,3,30.32
2015/10/18,19,4,30.32
2015/10/18,19,5,30.69
2015/10/18,19,6,30.32
2015/10/18,19,7,30.83
2015/10/18,19,8,30.32
2015/10/18,19,9,29.76
2015/10/18,19,10,29.75
2015/10/18,19,11,29.74
2015/10/18,19,12,28.65
2015/10/18,20,1,28.04
2015/10/18,20,2,28.06
2015/10/18,20,3,28.2
2015/10/18,20,4,28.2
2015/10/18,20,5,28.04
2015/10/18,20,6,28.06
2015/10/18,20,7,28.04
2015/10/18,20,8,28.04
2015/10/18,20,9,27.67
2015/10/18,20,10,27.67
2015/10/18,20,11,27.67
2015/10/18,20,12,27.67
2015/10/18,21,1,50.21
2015/10/18,21,2,28.65
2015/10/18,21,3,28.2
2015/10/18,21,4,28.06
2015/10/18,21,5,27.67
2015/10/18,21,6,27.93
2015/10/18,21,7,27.93
2015/10/18,21,8,27.67
2015/10/18,21,9,27.67
2015/10/18,21,10,27.67
2015/10/18,21,11,27.66
2015/10/18,21,12,27.66
2015/10/18,22,1,27.66
2015/10/18,22,2,25.62
2015/10/18,22,3,25.59
2015/10/18,22,4,25.58
2015/10/18,22,5,24.97
2015/10/18,22,6,24.89
2015/10/18,22,7,24.88
2015/10/18,22,8,24.79
2015/10/18,22,9,24.79
2015/10/18,22,10,24.79
2015/10/18,22,11,24.76
2015/10/18,22,12,24.75
2015/10/18,23,1,25.56
2015/10/18,23,2,24.96
2015/10/18,23,3,25.23
2015/10/18,23,4,25.61
2015/10/18,23,5,25.57
2015/10/18,23,6,24.94
2015/10/18,23,7,24.94
2015/10/18,23,8,24.8
2015/10/18,23,9,24.8
2015/10/18,23,10,24.79
2015/10/18,23,11,24.79
2015/10/18,23,12,24.71
2015/10/18,24,1,26.65
2015/10/18,24,2,33.24
2015/10/18,24,3,25.61
2015/10/18,24,4,25.62
2015/10/18,24,5,25.59
2015/10/18,24,6,25.58
2015/10/18,24,7,24.97
2015/10/18,24,8,22.32
2015/10/18,24,9,24.94
2015/10/18,24,10,22.32
2015/10/18,24,11,22.32
2015/10/18,24,12,22.32
2015/10/19,1,1,25.61
2015/10/19,1,2,24.94
2015/10/19,1,3,21
2015/10/19,1,4,17.22
2015/10/19,1,5,21
2015/10/19,1,6,21
2015/10/19,1,7,22.89
2015/10/19,1,8,17.22
2015/10/19,1,9,17.22
2015/10/19,1,10,17.22
2015/10/19,1,11,17.22
2015/10/19,1,12,17.2
2015/10/19,2,1,17.2
2015/10/19,2,2,17.2
2015/10/19,2,3,17.2
2015/10/19,2,4,17.2
2015/10/19,2,5,14.39
2015/10/19,2,6,14.38
2015/10/19,2,7,14.38
2015/10/19,2,8,14.37
2015/10/19,2,9,14.36
2015/10/19,2,10,14.36
2015/10/19,2,11,14.34
2015/10/19,2,12,14.34
2015/10/19,3,1,14.34
2015/10/19,3,2,14.34
2015/10/19,3,3,14.34
2015/10/19,3,4,14.34
2015/10/19,3,5,14.33
2015/10/19,3,6,14.33
2015/10/19,3,7,14.33
2015/10/19,3,8,14.33
2015/10/19,3,9,14.33
2015/10/19,3,10,14.32
2015/10/19,3,11,14.32
2015/10/19,3,12,14.32
2015/10/19,4,1,14.33
2015/10/19,4,2,14.32
2015/10/19,4,3,14.33
2015/10/19,4,4,14.33
2015/10/19,4,5,14.33
2015/10/19,4,6,14.33
2015/10/19,4,7,14.33
2015/10/19,4,8,14.33
2015/10/19,4,9,14.32
2015/10/19,4,10,14.33
2015/10/19,4,11,14.33
2015/10/19,4,12,14.35
2015/10/19,5,1,14.34
2015/10/19,5,2,14.34
2015/10/19,5,3,14.36
2015/10/19,5,4,14.36
2015/10/19,5,5,14.38
2015/10/19,5,6,14.39
2015/10/19,5,7,14.39
2015/10/19,5,8,17.2
2015/10/19,5,9,17.2
2015/10/19,5,10,17.2
2015/10/19,5,11,17.22
2015/10/19,5,12,17.22
2015/10/19,6,1,17.2
2015/10/19,6,2,24.12
2015/10/19,6,3,24.12
2015/10/19,6,4,24.13
2015/10/19,6,5,24.13
2015/10/19,6,6,24.13
2015/10/19,6,7,24.42
2015/10/19,6,8,24.69
2015/10/19,6,9,24.69
2015/10/19,6,10,24.74
2015/10/19,6,11,24.77
2015/10/19,6,12,24.79
2015/10/19,7,1,24.79
2015/10/19,7,2,24.94
2015/10/19,7,3,24.97
2015/10/19,7,4,25.08
2015/10/19,7,5,25.56
2015/10/19,7,6,25.57
2015/10/19,7,7,25.59
2015/10/19,7,8,25.58
2015/10/19,7,9,25.59
2015/10/19,7,10,25.58
2015/10/19,7,11,25.56
2015/10/19,7,12,25.08
2015/10/19,8,1,25.56
2015/10/19,8,2,25.07
2015/10/19,8,3,24.94
2015/10/19,8,4,24.89
2015/10/19,8,5,24.89
2015/10/19,8,6,24.89
2015/10/19,8,7,24.88
2015/10/19,8,8,24.8
2015/10/19,8,9,24.8
2015/10/19,8,10,24.79
2015/10/19,8,11,24.8
2015/10/19,8,12,24.8
2015/10/19,9,1,24.79
2015/10/19,9,2,24.79
2015/10/19,9,3,24.79
2015/10/19,9,4,24.78
2015/10/19,9,5,24.75
2015/10/19,9,6,24.79
2015/10/19,9,7,24.75
2015/10/19,9,8,24.7
2015/10/19,9,9,24.7
2015/10/19,9,10,24.7
2015/10/19,9,11,24.69
2015/10/19,9,12,24.69
2015/10/19,10,1,24.69
2015/10/19,10,2,24.76
2015/10/19,10,3,24.79
2015/10/19,10,4,24.76
2015/10/19,10,5,24.75
2015/10/19,10,6,24.75
2015/10/19,10,7,24.74
2015/10/19,10,8,24.7
2015/10/19,10,9,24.7
2015/10/19,10,10,24.69
2015/10/19,10,11,24.69
2015/10/19,10,12,24.29
2015/10/19,11,1,24.77
2015/10/19,11,2,24.74
2015/10/19,11,3,24.72
2015/10/19,11,4,24.69
2015/10/19,11,5,24.69
2015/10/19,11,6,24.69
2015/10/19,11,7,24.69
2015/10/19,11,8,24.69
2015/10/19,11,9,24.3
2015/10/19,11,10,24.69
2015/10/19,11,11,24.69
2015/10/19,11,12,24.69
2015/10/19,12,1,25.56
2015/10/19,12,2,24.69
2015/10/19,12,3,24.98
2015/10/19,12,4,24.96
2015/10/19,12,5,24.94
2015/10/19,12,6,24.69
2015/10/19,12,7,24.94
2015/10/19,12,8,24.69
2015/10/19,12,9,24.94
2015/10/19,12,10,24.69
2015/10/19,12,11,24.94
2015/10/19,12,12,24.96
2015/10/19,13,1,24.75
2015/10/19,13,2,24.75
2015/10/19,13,3,25.56
2015/10/19,13,4,24.94
2015/10/19,13,5,24.75
2015/10/19,13,6,24.79
2015/10/19,13,7,24.79
2015/10/19,13,8,24.77
2015/10/19,13,9,24.76
2015/10/19,13,10,24.76
2015/10/19,13,11,24.75
2015/10/19,13,12,24.75
2015/10/19,14,1,24.75
2015/10/19,14,2,24.75
2015/10/19,14,3,24.75
2015/10/19,14,4,24.75
2015/10/19,14,5,24.75
2015/10/19,14,6,24.75
2015/10/19,14,7,24.75
2015/10/19,14,8,24.75
2015/10/19,14,9,24.77
2015/10/19,14,10,24.78
2015/10/19,14,11,24.94
2015/10/19,14,12,24.94
2015/10/19,15,1,24.75
2015/10/19,15,2,24.77
2015/10/19,15,3,24.78
2015/10/19,15,4,24.79
2015/10/19,15,5,24.78
2015/10/19,15,6,24.77
2015/10/19,15,7,24.78
2015/10/19,15,8,24.79
2015/10/19,15,9,24.94
2015/10/19,15,10,24.94
2015/10/19,15,11,25.59
2015/10/19,15,12,24.82
2015/10/19,16,1,17.2
2015/10/19,16,2,24.7
2015/10/19,16,3,24.75
2015/10/19,16,4,24.75
2015/10/19,16,5,24.75
2015/10/19,16,6,24.75
2015/10/19,16,7,24.79
2015/10/19,16,8,24.79
2015/10/19,16,9,24.78
2015/10/19,16,10,24.77
2015/10/19,16,11,24.77
2015/10/19,16,12,24.77
2015/10/19,17,1,24.94
2015/10/19,17,2,24.82
2015/10/19,17,3,24.97
2015/10/19,17,4,25.23
2015/10/19,17,5,25.22
2015/10/19,17,6,25.23
2015/10/19,17,7,25.23
2015/10/19,17,8,25.23
2015/10/19,17,9,25.57
2015/10/19,17,10,25.61
2015/10/19,17,11,25.62
2015/10/19,17,12,25.58
2015/10/19,18,1,14.38
2015/10/19,18,2,24.7
2015/10/19,18,3,24.75
2015/10/19,18,4,24.75
2015/10/19,18,5,24.77
2015/10/19,18,6,25.21
2015/10/19,18,7,24.94
2015/10/19,18,8,24.79
2015/10/19,18,9,24.94
2015/10/19,18,10,25.21
2015/10/19,18,11,25.21
2015/10/19,18,12,25.21
2015/10/19,19,1,25.18
2015/10/19,19,2,25.18
2015/10/19,19,3,25.2
2015/10/19,19,4,25.18
2015/10/19,19,5,25.18
2015/10/19,19,6,25.18
2015/10/19,19,7,25.18
2015/10/19,19,8,25.18
2015/10/19,19,9,25.18
2015/10/19,19,10,24.94
2015/10/19,19,11,24.94
2015/10/19,19,12,24.79
2015/10/19,20,1,24.7
2015/10/19,20,2,24.75
2015/10/19,20,3,25.2
2015/10/19,20,4,24.75
2015/10/19,20,5,24.7
2015/10/19,20,6,24.7
2015/10/19,20,7,24.7
2015/10/19,20,8,24.7
2015/10/19,20,9,24.7
2015/10/19,20,10,24.7
2015/10/19,20,11,24.7
2015/10/19,20,12,17.2
2015/10/19,21,1,27.04
2015/10/19,21,2,24.94
2015/10/19,21,3,24.76
2015/10/19,21,4,24.75
2015/10/19,21,5,24.7
2015/10/19,21,6,24.7
2015/10/19,21,7,24.7
2015/10/19,21,8,24.18
2015/10/19,21,9,24.18
2015/10/19,21,10,13.38
2015/10/19,21,11,13.37
2015/10/19,21,12,13.35
2015/10/19,22,1,24.7
2015/10/19,22,2,24.7
2015/10/19,22,3,24.7
2015/10/19,22,4,13.38
2015/10/19,22,5,14.38
2015/10/19,22,6,13.37
2015/10/19,22,7,13.36
2015/10/19,22,8,13.33
2015/10/19,22,9,13.32
2015/10/19,22,10,5.92
2015/10/19,22,11,5.9
2015/10/19,22,12,5.66
2015/10/19,23,1,24.7
2015/10/19,23,2,24.7
2015/10/19,23,3,24.7
2015/10/19,23,4,24.7
2015/10/19,23,5,24.7
2015/10/19,23,6,13.35
2015/10/19,23,7,13.37
2015/10/19,23,8,13.34
2015/10/19,23,9,13.32
2015/10/19,23,10,13.31
2015/10/19,23,11,13.28
2015/10/19,24,1,13.33
2015/10/19,24,2,13.32
2015/10/19,24,3,13.31
2015/10/19,24,4,13.32
2015/10/19,24,5,13.31
2015/10/19,24,6,6.75
2015/10/19,24,7,5.23
2015/10/20,1,1,13.32
2015/10/20,1,2,13.32
2015/10/20,1,3,13.31
2015/10/20,1,4,13.31
2015/10/20,1,5,13.31
2015/10/20,1,6,13.31
2015/10/20,1,7,13.3
2015/10/20,1,8,13.29
2015/10/20,1,9,5.23
2015/10/20,1,10,5.23
2015/10/20,1,11,5.66
2015/10/20,1,12,5.91
2015/10/20,2,1,13.29
2015/10/20,2,2,13.3
2015/10/20,2,3,5.23
2015/10/20,2,4,5.23
2015/10/20,2,5,4.93
2015/10/20,5,10,5.23
2015/10/20,5,11,6.67
2015/10/20,5,12,13.32
2015/10/20,6,6,5.23
2015/10/20,6,7,13.31
2015/10/20,6,8,13.32
2015/10/20,6,9,13.34
2015/10/20,6,10,13.35
2015/10/20,6,11,24.69
2015/10/20,6,12,24.69
2015/10/20,7,1,13.34
2015/10/20,7,2,17.72
2015/10/20,7,3,17.72
2015/10/20,7,4,23.73
2015/10/20,7,5,24.69
2015/10/20,7,6,24.72
2015/10/20,7,7,26.69
2015/10/20,7,8,26.68
2015/10/20,7,9,26.7
2015/10/20,7,10,26.7
2015/10/20,7,11,26.68
2015/10/20,7,12,26.74
2015/10/20,8,1,26.72
2015/10/20,8,2,26.67
2015/10/20,8,3,26.71
2015/10/20,8,4,26.68
2015/10/20,8,5,26.68
2015/10/20,8,6,26.71
2015/10/20,8,7,24.69
2015/10/20,8,8,23.73
2015/10/20,8,9,23.73
2015/10/20,8,10,26.68
2015/10/20,8,11,24.69
2015/10/20,8,12,23.73
2015/10/20,9,1,13.38
2015/10/20,9,2,17.72
2015/10/20,9,3,17.72
2015/10/20,9,4,17.72
2015/10/20,9,5,17.72
2015/10/20,9,6,17.72
2015/10/20,9,7,17.72
2015/10/20,9,8,17.73
2015/10/20,9,9,17.72
2015/10/20,9,10,17.73
2015/10/20,9,11,17.72
2015/10/20,9,12,13.37
2015/10/20,10,1,25.35
2015/10/20,10,2,17.74
2015/10/20,10,3,17.73
2015/10/20,10,4,17.74
2015/10/20,10,5,17.73
2015/10/20,10,6,17.74
2015/10/20,10,7,17.73
2015/10/20,10,8,17.73
2015/10/20,10,9,17.74
2015/10/20,10,10,17.74
2015/10/20,10,11,17.74
2015/10/20,10,12,17.74
2015/10/20,11,1,17.74
2015/10/20,11,2,17.74
2015/10/20,11,3,17.74
2015/10/20,11,4,17.74
2015/10/20,11,5,17.74
2015/10/20,11,6,17.74
2015/10/20,11,7,17.74
2015/10/20,11,8,17.74
2015/10/20,11,9,17.74
2015/10/20,11,10,18.13
2015/10/20,11,11,18.13
2015/10/20,11,12,18.13
2015/10/20,12,1,18.13
2015/10/20,12,2,18.13
2015/10/20,12,3,24.98
2015/10/20,12,4,18.13
2015/10/20,12,5,24.99
2015/10/20,12,6,24.99
2015/10/20,12,7,24.99
2015/10/20,12,8,25.29
2015/10/20,12,9,25.29
2015/10/20,12,10,25.35
2015/10/20,12,11,25.29
2015/10/20,12,12,25.29
2015/10/20,13,1,25.66
2015/10/20,13,2,25.66
2015/10/20,13,3,25.32
2015/10/20,13,4,25.9
2015/10/20,13,5,25.66
2015/10/20,13,6,25.66
2015/10/20,13,7,25.9
2015/10/20,13,8,25.9
2015/10/20,13,9,25.66
2015/10/20,13,10,25.88
2015/10/20,13,11,25.9
2015/10/20,13,12,25.32
2015/10/20,14,1,18.13
2015/10/20,14,2,24.99
2015/10/20,14,3,24.98
2015/10/20,14,4,24.99
2015/10/20,14,5,25.29
2015/10/20,14,6,25.29
2015/10/20,14,7,25.32
2015/10/20,14,8,25.29
2015/10/20,14,9,24.99
2015/10/20,14,10,25.29
2015/10/20,14,11,25.29
2015/10/20,14,12,24.99
2015/10/20,15,1,24.99
2015/10/20,15,2,24.99
2015/10/20,15,3,24.99
2015/10/20,15,4,24.99
2015/10/20,15,5,25.29
2015/10/20,15,6,25.29
2015/10/20,15,7,25.29
2015/10/20,15,8,25.29
2015/10/20,15,9,25.32
2015/10/20,15,10,25.9
2015/10/20,15,11,25.9
2015/10/20,15,12,25.92
2015/10/20,16,1,25.29
2015/10/20,16,2,25.35
2015/10/20,16,3,25.3
2015/10/20,16,4,25.88
2015/10/20,16,5,25.9
2015/10/20,16,6,25.94
2015/10/20,16,7,25.94
2015/10/20,16,8,26.7
2015/10/20,16,9,26.7
2015/10/20,16,10,26.71
2015/10/20,16,11,27.41
2015/10/20,16,12,26.75
2015/10/20,17,1,26.71
2015/10/20,17,2,26.74
2015/10/20,17,3,27.41
2015/10/20,17,4,26.73
2015/10/20,17,5,27.41
2015/10/20,17,6,29.76
2015/10/20,17,7,27.41
2015/10/20,17,8,27.42
2015/10/20,17,9,27.42
2015/10/20,17,10,27.42
2015/10/20,17,11,27.42
2015/10/20,17,12,27.42
2015/10/20,18,1,26.71
2015/10/20,18,2,27.41
2015/10/20,18,3,27.41
2015/10/20,18,4,27.41
2015/10/20,18,5,27.42
2015/10/20,18,6,27.42
2015/10/20,18,7,31.39
2015/10/20,18,8,29.76
2015/10/20,18,9,31.39
2015/10/20,18,10,31.41
2015/10/20,18,11,31.65
2015/10/20,18,12,31.65
2015/10/20,19,1,31.41
2015/10/20,19,2,31.39
2015/10/20,19,3,31.65
2015/10/20,19,4,31.65
2015/10/20,19,5,31.41
2015/10/20,19,6,31.41
2015/10/20,19,7,29.76
2015/10/20,19,8,29.76
2015/10/20,19,9,27.42
2015/10/20,19,10,27.42
2015/10/20,19,11,27.42
2015/10/20,19,12,27.42
2015/10/20,20,1,31.99
2015/10/20,20,2,31.99
2015/10/20,20,3,29.76
2015/10/20,20,4,27.42
2015/10/20,20,5,29.76
2015/10/20,20,6,27.42
2015/10/20,20,7,27.42
2015/10/20,20,8,27.42
2015/10/20,20,9,27.42
2015/10/20,20,10,27.42
2015/10/20,20,11,27.41
2015/10/20,20,12,27.41
2015/10/20,21,1,29.76
2015/10/20,21,2,28.07
2015/10/20,21,3,26.69
2015/10/20,21,4,26.67
2015/10/20,21,5,25.92
2015/10/20,21,6,25.75
2015/10/20,21,7,25.75
2015/10/20,21,8,25.75
2015/10/20,21,9,25.75
2015/10/20,21,10,25.32
2015/10/20,21,11,25.29
2015/10/20,21,12,25.32
2015/10/20,22,1,28.07
2015/10/20,22,2,26.74
2015/10/20,22,3,26.72
2015/10/20,22,4,26.67
2015/10/20,22,5,25.92
2015/10/20,22,6,25.75
2015/10/20,22,7,25.75
2015/10/20,22,8,25.75
2015/10/20,22,9,25.32
2015/10/20,22,10,25.29
2015/10/20,22,11,24.99
2015/10/20,22,12,24.99
2015/10/20,23,1,28.27
2015/10/20,23,2,28.27
2015/10/20,23,3,28.27
2015/10/20,23,4,28.07
2015/10/20,23,5,27.93
2015/10/20,23,6,26.72
2015/10/20,23,7,26.7
2015/10/20,23,8,26.09
2015/10/20,23,9,26.18
2015/10/20,23,10,25.79
2015/10/20,23,11,25.89
2015/10/20,23,12,25.79
2015/10/20,24,1,25.79
2015/10/20,24,2,25.79
2015/10/20,24,3,25.79
2015/10/20,24,4,25.78
2015/10/20,24,5,25.77
2015/10/20,24,6,25.78
2015/10/20,24,7,25.78
2015/10/20,24,8,25.77
2015/10/20,24,9,25.77
2015/10/20,24,10,25.77
2015/10/20,24,11,25.77
2015/10/20,24,12,25.77
2015/10/21,1,1,28.33
2015/10/21,1,2,26.85
2015/10/21,1,3,26.45
2015/10/21,1,4,26.43
2015/10/21,1,5,26.43
2015/10/21,1,6,26.43
2015/10/21,1,7,26.43
2015/10/21,1,8,26.42
2015/10/21,1,9,24.72
2015/10/21,1,10,24.69
2015/10/21,1,11,24.69
2015/10/21,1,12,13.38
2015/10/21,2,1,27.88
2015/10/21,2,2,28.33
2015/10/21,2,3,27.88
2015/10/21,2,4,28.33
2015/10/21,2,5,27.88
2015/10/21,2,6,28.33
2015/10/21,2,7,27.88
2015/10/21,2,8,28.33
2015/10/21,2,9,27.88
2015/10/21,2,10,28.55
2015/10/21,2,11,28.54
2015/10/21,2,12,28.33
2015/10/21,3,1,29.7
2015/10/21,3,2,29.45
2015/10/21,3,3,28.56
2015/10/21,3,4,28.54
2015/10/21,3,5,28.56
2015/10/21,3,6,28.55
2015/10/21,3,7,28.34
2015/10/21,3,8,27.88
2015/10/21,3,9,27.88
2015/10/21,3,10,27.88
2015/10/21,3,11,27.88
2015/10/21,3,12,27.88
2015/10/21,4,1,13.35
2015/10/21,4,2,13.35
2015/10/21,4,3,13.36
2015/10/21,4,4,13.35
2015/10/21,4,5,13.36
2015/10/21,4,6,13.37
2015/10/21,4,7,24.69
2015/10/21,4,8,24.69
2015/10/21,4,9,24.69
2015/10/21,4,10,28.33
2015/10/21,4,11,27.88
2015/10/21,4,12,27.88
2015/10/21,5,1,13.34
2015/10/21,5,2,13.36
2015/10/21,5,3,13.36
2015/10/21,5,4,24.69
2015/10/21,5,5,24.69
2015/10/21,5,6,27.31
2015/10/21,5,7,27.35
2015/10/21,5,8,27.39
2015/10/21,5,9,28.33
2015/10/21,5,10,28.33
2015/10/21,5,11,29.68
2015/10/21,5,12,29.7
2015/10/21,6,1,14.4
2015/10/21,6,2,27.31
2015/10/21,6,3,27.35
2015/10/21,6,4,28.37
2015/10/21,6,5,29.43
2015/10/21,6,6,29.5
2015/10/21,6,7,29.45
