ID,hour,holiday,maxtemp,mintemp,load,sixhour,day
419,0.4795,0.0,0.37,0.571,7.4924,7.6024,6.4418
420,0.521,0.0,0.37,0.571,7.4966,7.7481,6.4146
421,0.5632,0.0,0.37,0.571,7.3214,7.8636,6.3918
422,0.6055,0.0,0.37,0.571,7.1799,7.931,6.3706
423,0.6475,0.0,0.37,0.571,7.2786,7.9006,6.3487
424,0.6898,0.0,0.37,0.571,7.8125,7.6856,6.3274
425,0.7315,0.0,0.37,0.571,8.5257,7.3111,6.3034
426,0.774,0.0,0.37,0.571,8.3704,6.8812,6.2799
427,0.8155,0.0,0.37,0.571,8.0148,6.4171,6.2538
428,0.8582,0.0,0.37,0.571,7.5841,5.9648,6.2255
429,0.9,0.0,0.37,0.571,7.0961,5.5625,6.1995
430,0.942,0.0,0.37,0.571,6.5225,5.2411,6.1792
431,0.9845,0.0,0.37,0.571,6.2785,4.9598,6.1593
432,0.016,1.0,0.481,0.571,5.7909,4.7893,6.1418
433,0.0582,1.0,0.481,0.571,5.2302,4.7824,6.13
434,0.1005,1.0,0.481,0.571,4.8707,4.9164,6.12
435,0.1423,1.0,0.481,0.571,4.6822,5.1859,6.1107
436,0.1847,1.0,0.481,0.571,4.5939,5.5311,6.1004
437,0.2265,1.0,0.481,0.571,4.5912,5.8938,6.0893
438,0.269,1.0,0.481,0.571,4.7679,6.2397,6.0748
439,0.3105,1.0,0.481,0.571,5.1885,6.5043,6.0522
440,0.353,1.0,0.481,0.571,5.675,6.6703,6.019
441,0.395,1.0,0.481,0.571,6.2991,6.746,5.9847
442,0.437,1.0,0.481,0.571,6.6651,6.8517,5.9588
443,0.4795,1.0,0.481,0.571,6.7672,7.049,5.9418
444,0.521,1.0,0.481,0.571,6.843,7.2094,5.9304
445,0.5632,1.0,0.481,0.571,6.776,7.3115,5.9224
446,0.6055,1.0,0.481,0.571,6.6713,7.3505,5.9114
447,0.6475,1.0,0.481,0.571,6.7531,7.3037,5.8969
448,0.6898,1.0,0.481,0.571,7.2996,7.0928,5.8805
449,0.7315,1.0,0.481,0.571,7.9509,6.7345,5.867
450,0.774,1.0,0.481,0.571,7.8056,6.3289,5.8592
451,0.8155,1.0,0.481,0.571,7.3887,5.9218,5.8584
452,0.8582,1.0,0.481,0.571,6.9053,5.5426,5.8643
453,0.9,1.0,0.481,0.571,6.472,5.2071,5.8741
454,0.942,1.0,0.481,0.571,6.0345,4.9257,5.879
455,0.9845,1.0,0.481,0.571,5.8012,4.68,5.8762
456,0.016,1.0,0.407,0.524,5.3717,4.5214,5.8699
457,0.0582,1.0,0.407,0.524,4.9461,4.4714,5.8659
458,0.1005,1.0,0.407,0.524,4.6298,4.5125,5.8641
459,0.1423,1.0,0.407,0.524,4.4592,4.6819,5.8648
460,0.1847,1.0,0.407,0.524,4.3464,4.9648,5.8693
461,0.2265,1.0,0.407,0.524,4.3265,5.3037,5.8785
462,0.269,1.0,0.407,0.524,4.4202,5.6621,5.9071
463,0.3105,1.0,0.407,0.524,4.6462,5.9848,5.979
464,0.353,1.0,0.407,0.524,4.8761,6.2402,6.0737
465,0.395,1.0,0.407,0.524,5.4758,6.3949,6.1509
466,0.437,1.0,0.407,0.524,6.0441,6.5387,6.2079
467,0.4795,1.0,0.407,0.524,6.3596,6.7498,6.2541
468,0.521,1.0,0.407,0.524,6.5707,6.9246,6.2951
469,0.5632,1.0,0.407,0.524,6.5825,7.0558,6.332
470,0.6055,1.0,0.407,0.524,6.4085,7.1621,6.3792
471,0.6475,1.0,0.407,0.524,6.4043,7.2124,6.4363
472,0.6898,1.0,0.407,0.524,6.9068,7.0866,6.5009
473,0.7315,1.0,0.407,0.524,7.6258,6.7713,6.5657
474,0.774,1.0,0.407,0.524,7.6193,6.3716,6.6156
475,0.8155,1.0,0.407,0.524,7.37,5.9515,6.6564
476,0.8582,1.0,0.407,0.524,7.046,5.5418,6.6919
477,0.9,1.0,0.407,0.524,6.7064,5.1699,6.7149
478,0.942,1.0,0.407,0.524,6.1519,4.8869,6.7337
479,0.9845,1.0,0.407,0.524,5.7339,4.6891,6.7451
480,0.016,0.0,0.333,0.476,5.2214,4.67,6.7549
481,0.0582,0.0,0.333,0.476,4.8493,4.9241,6.7642
482,0.1005,0.0,0.333,0.476,4.5877,5.3506,6.7727
483,0.1423,0.0,0.333,0.476,4.4749,5.8264,6.7805
484,0.1847,0.0,0.333,0.476,4.4543,6.3193,6.7873
485,0.2265,0.0,0.333,0.476,4.5472,6.8063,6.7935
486,0.269,0.0,0.333,0.476,5.1067,7.2144,6.8001
487,0.3105,0.0,0.333,0.476,6.3737,7.3968,6.8064
488,0.353,0.0,0.333,0.476,7.147,7.4623,6.8124
489,0.395,0.0,0.333,0.476,7.3294,7.5366,6.8207
490,0.437,0.0,0.333,0.476,7.4117,7.711,6.8296
491,0.4795,0.0,0.333,0.476,7.4694,7.996,6.8366
492,0.521,0.0,0.333,0.476,7.5551,8.2066,6.8409
493,0.5632,0.0,0.333,0.476,7.4683,8.353,6.8434
494,0.6055,0.0,0.333,0.476,7.5398,8.4128,6.8401
495,0.6475,0.0,0.333,0.476,7.7754,8.3268,6.8326
496,0.6898,0.0,0.333,0.476,8.458,8.0175,6.8266
497,0.7315,0.0,0.333,0.476,9.1797,7.4891,6.8308
498,0.774,0.0,0.333,0.476,8.8183,6.9287,6.8409
499,0.8155,0.0,0.333,0.476,8.3471,6.3827,6.8522
500,0.8582,0.0,0.333,0.476,7.8981,5.8651,6.8638
501,0.9,0.0,0.333,0.476,7.2594,5.4323,6.8781
502,0.942,0.0,0.333,0.476,6.6024,5.1015,6.8906
503,0.9845,0.0,0.333,0.476,6.0093,4.8825,6.9026
504,0.016,0.0,0.333,0.286,5.4559,4.8507,6.9109
505,0.0582,0.0,0.333,0.286,5.0711,5.0929,6.9182
506,0.1005,0.0,0.333,0.286,4.7923,5.5095,6.9258
507,0.1423,0.0,0.333,0.286,4.6627,5.9873,6.9326
508,0.1847,0.0,0.333,0.286,4.6179,6.4886,6.9392
509,0.2265,0.0,0.333,0.286,4.6948,6.9789,6.9455
510,0.269,0.0,0.333,0.286,5.265,7.3778,6.9534
511,0.3105,0.0,0.333,0.286,6.5244,7.5448,6.9655
512,0.353,0.0,0.333,0.286,7.292,7.5731,6.9774
513,0.395,0.0,0.333,0.286,7.5298,7.5841,6.9873
514,0.437,0.0,0.333,0.286,7.6254,7.6986,6.9966
515,0.4795,0.0,0.333,0.286,7.6365,7.9728,7.0062
516,0.521,0.0,0.333,0.286,7.6587,8.2064,7.0159
517,0.5632,0.0,0.333,0.286,7.5264,8.3885,7.026
518,0.6055,0.0,0.333,0.286,7.4618,8.5076,7.037
519,0.6475,0.0,0.333,0.286,7.596,8.5087,7.0477
520,0.6898,0.0,0.333,0.286,8.3123,8.2737,7.057
521,0.7315,0.0,0.333,0.286,9.2814,7.7761,7.0541
522,0.774,0.0,0.333,0.286,9.0603,7.2086,7.0561
523,0.8155,0.0,0.333,0.286,8.6194,6.6466,7.0568
524,0.8582,0.0,0.333,0.286,8.1762,6.113,7.0594
525,0.9,0.0,0.333,0.286,7.6025,5.6503,7.0632
526,0.942,0.0,0.333,0.286,6.9026,5.2959,7.0655
527,0.9845,0.0,0.333,0.286,6.2957,5.0541,7.0692
528,0.016,0.0,0.259,0.286,5.6555,5.0209,7.0721
529,0.0582,0.0,0.259,0.286,5.2471,5.282,7.0741
530,0.1005,0.0,0.259,0.286,4.9744,5.7159,7.0757
531,0.1423,0.0,0.259,0.286,4.8268,6.206,7.0766
532,0.1847,0.0,0.259,0.286,4.7763,6.718,7.0776
533,0.2265,0.0,0.259,0.286,4.8447,7.2219,7.079
534,0.269,0.0,0.259,0.286,5.4562,7.6279,7.0788
535,0.3105,0.0,0.259,0.286,6.8135,7.787,7.0787
536,0.353,0.0,0.259,0.286,7.578,7.8114,7.0788
537,0.395,0.0,0.259,0.286,7.7673,7.8258,7.0785
538,0.437,0.0,0.259,0.286,7.8484,7.9403,7.0774
539,0.4795,0.0,0.259,0.286,7.8679,8.1644,7.0753
540,0.521,0.0,0.259,0.286,7.892,8.3671,7.0731
541,0.5632,0.0,0.259,0.286,7.7685,8.5117,7.0699
542,0.6055,0.0,0.259,0.286,7.7241,8.5975,7.0654
543,0.6475,0.0,0.259,0.286,7.8541,8.5707,7.0617
544,0.6898,0.0,0.259,0.286,8.5349,8.3078,7.0602
545,0.7315,0.0,0.259,0.286,9.2129,7.8362,7.0636
546,0.774,0.0,0.259,0.286,9.1082,7.2725,7.0607
547,0.8155,0.0,0.259,0.286,8.6358,6.7157,7.0599
548,0.8582,0.0,0.259,0.286,8.2389,6.178,7.0595
549,0.9,0.0,0.259,0.286,7.6935,5.7038,7.0577
550,0.942,0.0,0.259,0.286,6.9573,5.3444,7.0583
551,0.9845,0.0,0.259,0.286,6.3833,5.0936,7.0585
552,0.016,0.0,0.222,0.238,5.7263,5.0479,7.0597
553,0.0582,0.0,0.222,0.238,5.2952,5.3002,7.0593
554,0.1005,0.0,0.222,0.238,5.0122,5.7282,7.0555
555,0.1423,0.0,0.222,0.238,4.8482,6.2137,7.0525
556,0.1847,0.0,0.222,0.238,4.8011,6.7173,7.0507
557,0.2265,0.0,0.222,0.238,4.8788,7.2069,7.0496
558,0.269,0.0,0.222,0.238,5.4517,7.6047,7.0507
559,0.3105,0.0,0.222,0.238,6.8093,7.7518,7.0486
560,0.353,0.0,0.222,0.238,7.5803,7.7578,7.0445
561,0.395,0.0,0.222,0.238,7.7612,7.7585,7.0395
562,0.437,0.0,0.222,0.238,7.8224,7.8714,7.0352
563,0.4795,0.0,0.222,0.238,7.8163,8.1178,7.0328
564,0.521,0.0,0.222,0.238,7.8388,8.3175,7.0322
565,0.5632,0.0,0.222,0.238,7.6916,8.4718,7.0274
566,0.6055,0.0,0.222,0.238,7.6166,8.574,7.0205
567,0.6475,0.0,0.222,0.238,7.7654,8.5547,7.0128
568,0.6898,0.0,0.222,0.238,8.4997,8.3001,6.9989
569,0.7315,0.0,0.222,0.238,9.2948,7.8157,6.9843
570,0.774,0.0,0.222,0.238,9.037,7.2685,6.9733
571,0.8155,0.0,0.222,0.238,8.6175,6.7132,6.9629
572,0.8582,0.0,0.222,0.238,8.2293,6.1619,6.9487
573,0.9,0.0,0.222,0.238,7.6499,5.6832,6.938
574,0.942,0.0,0.222,0.238,6.9722,5.314,6.9293
575,0.9845,0.0,0.222,0.238,6.3883,5.0582,6.9297
576,0.016,0.0,0.259,0.286,5.7538,5.012,6.9331
577,0.0582,0.0,0.259,0.286,5.2857,5.2576,6.9354
578,0.1005,0.0,0.259,0.286,4.9216,5.6843,6.9379
579,0.1423,0.0,0.259,0.286,4.7774,6.1615,6.9365
580,0.1847,0.0,0.259,0.286,4.7575,6.6551,6.9305
581,0.2265,0.0,0.259,0.286,4.8531,7.1394,6.9192
582,0.269,0.0,0.259,0.286,5.4769,7.5307,6.8905
583,0.3105,0.0,0.259,0.286,6.7592,7.667,6.8302
584,0.353,0.0,0.259,0.286,7.4816,7.6619,6.7606
585,0.395,0.0,0.259,0.286,7.6407,7.652,6.7121
586,0.437,0.0,0.259,0.286,7.7191,7.7263,6.675
587,0.4795,0.0,0.259,0.286,7.7585,7.9239,6.6428
588,0.521,0.0,0.259,0.286,7.8251,8.0821,6.611
589,0.5632,0.0,0.259,0.286,7.5769,8.2139,6.5836
590,0.6055,0.0,0.259,0.286,7.451,8.2868,6.5562
591,0.6475,0.0,0.259,0.286,7.5811,8.2554,6.5283
592,0.6898,0.0,0.259,0.286,8.1654,8.0217,6.502
593,0.7315,0.0,0.259,0.286,8.9437,7.5975,6.4702
594,0.774,0.0,0.259,0.286,8.7743,7.1077,6.4381
595,0.8155,0.0,0.259,0.286,8.3681,6.603,6.403
596,0.8582,0.0,0.259,0.286,7.8882,6.1184,6.3694
597,0.9,0.0,0.259,0.286,7.3925,5.6773,6.3379
598,0.942,0.0,0.259,0.286,6.7634,5.3186,6.3138
599,0.9845,0.0,0.259,0.286,6.3986,5.0161,6.2971
600,0.016,1.0,0.222,0.333,5.8356,4.8415,6.2873
601,0.0582,1.0,0.222,0.333,5.3396,4.837,6.2797
602,0.1005,1.0,0.222,0.333,4.9809,4.9753,6.2725
603,0.1423,1.0,0.222,0.333,4.7457,5.2639,6.2657
604,0.1847,1.0,0.222,0.333,4.6114,5.6335,6.2588
605,0.2265,1.0,0.222,0.333,4.5831,6.0336,6.2528
606,0.269,1.0,0.222,0.333,4.7885,6.4128,6.2436
607,0.3105,1.0,0.222,0.333,5.3121,6.6804,6.2216
608,0.353,1.0,0.222,0.333,5.8108,6.8444,6.1883
609,0.395,1.0,0.222,0.333,6.4777,6.9167,6.1518
610,0.437,1.0,0.222,0.333,6.8288,7.0341,6.1257
611,0.4795,1.0,0.222,0.333,6.9837,7.2337,6.1066
612,0.521,1.0,0.222,0.333,7.0636,7.3903,6.0953
613,0.5632,1.0,0.222,0.333,6.9179,7.4917,6.0921
614,0.6055,1.0,0.222,0.333,6.7944,7.5397,6.085
615,0.6475,1.0,0.222,0.333,6.9118,7.4936,6.0739
616,0.6898,1.0,0.222,0.333,7.5329,7.2691,6.061
617,0.7315,1.0,0.222,0.333,8.1815,6.9051,6.0494
618,0.774,1.0,0.222,0.333,8.0033,6.5044,6.0432
619,0.8155,1.0,0.222,0.333,7.5264,6.1096,6.045
620,0.8582,1.0,0.222,0.333,7.0824,5.7308,6.052
621,0.9,1.0,0.222,0.333,6.6353,5.3886,6.0596
622,0.942,1.0,0.222,0.333,6.1859,5.0984,6.064
623,0.9845,1.0,0.222,0.333,5.997,4.8387,6.0596
624,0.016,1.0,0.37,0.381,5.5997,4.6668,6.0486
625,0.0582,1.0,0.37,0.381,5.1572,4.6046,6.0419
626,0.1005,1.0,0.37,0.381,4.8099,4.6385,6.04
627,0.1423,1.0,0.37,0.381,4.582,4.8082,6.0431
628,0.1847,1.0,0.37,0.381,4.4447,5.1011,6.0508
629,0.2265,1.0,0.37,0.381,4.4386,5.449,6.0625
630,0.269,1.0,0.37,0.381,4.5686,5.8194,6.0932
631,0.3105,1.0,0.37,0.381,4.7839,6.1626,6.1693
632,0.353,1.0,0.37,0.381,5.013,6.4311,6.2693
633,0.395,1.0,0.37,0.381,5.6004,6.605,6.3562
634,0.437,1.0,0.37,0.381,6.202,6.7754,6.4246
635,0.4795,1.0,0.37,0.381,6.5259,7.005,6.4835
636,0.521,1.0,0.37,0.381,6.7913,7.1823,6.5326
637,0.5632,1.0,0.37,0.381,6.843,7.3032,6.5733
638,0.6055,1.0,0.37,0.381,6.6242,7.4074,6.6214
639,0.6475,1.0,0.37,0.381,6.6433,7.4366,6.6743
640,0.6898,1.0,0.37,0.381,7.2246,7.2809,6.7361
641,0.7315,1.0,0.37,0.381,7.9035,6.9458,6.8008
642,0.774,1.0,0.37,0.381,7.8549,6.526,6.8567
643,0.8155,1.0,0.37,0.381,7.5688,6.097,6.909
644,0.8582,1.0,0.37,0.381,7.2491,5.6832,6.9536
645,0.9,1.0,0.37,0.381,6.8189,5.3228,6.9931
646,0.942,1.0,0.37,0.381,6.2903,5.0458,7.0225
647,0.9845,1.0,0.37,0.381,5.8926,4.8504,7.0407
648,0.016,0.0,0.259,0.286,5.3362,4.845,7.0539
649,0.0582,0.0,0.259,0.286,4.9946,5.1143,7.0614
650,0.1005,0.0,0.259,0.286,4.7663,5.5556,7.0711
651,0.1423,0.0,0.259,0.286,4.6566,6.0604,7.08
652,0.1847,0.0,0.259,0.286,4.6287,6.5962,7.0862
653,0.2265,0.0,0.259,0.286,4.7201,7.1327,7.0909
654,0.269,0.0,0.259,0.286,5.304,7.5769,7.0951
655,0.3105,0.0,0.259,0.286,6.6104,7.7786,7.0997
656,0.353,0.0,0.259,0.286,7.4136,7.8397,7.1075
657,0.395,0.0,0.259,0.286,7.6859,7.8771,7.1129
658,0.437,0.0,0.259,0.286,7.843,8.0215,7.1165
659,0.4795,0.0,0.259,0.286,7.939,8.2743,7.1184
660,0.521,0.0,0.259,0.286,7.9696,8.4789,7.1216
661,0.5632,0.0,0.259,0.286,7.8205,8.6461,7.1263
662,0.6055,0.0,0.259,0.286,7.7799,8.7359,7.1304
663,0.6475,0.0,0.259,0.286,7.9107,8.7119,7.132
664,0.6898,0.0,0.259,0.286,8.7089,8.4264,7.1301
665,0.7315,0.0,0.259,0.286,9.4562,7.9056,7.1234
666,0.774,0.0,0.259,0.286,9.1973,7.3147,7.1165
667,0.8155,0.0,0.259,0.286,8.8236,6.7065,7.1074
668,0.8582,0.0,0.259,0.286,8.3188,6.1533,7.1014
669,0.9,0.0,0.259,0.286,7.7669,5.6703,7.0938
670,0.942,0.0,0.259,0.286,6.9956,5.301,7.089
671,0.9845,0.0,0.259,0.286,6.3313,5.0509,7.0889
672,0.016,0.0,0.222,0.333,5.6521,5.0098,7.0898
673,0.0582,0.0,0.222,0.333,5.1744,5.2676,7.093
674,0.1005,0.0,0.222,0.333,4.9996,5.7009,7.094
675,0.1423,0.0,0.222,0.333,4.8688,6.1923,7.0946
676,0.1847,0.0,0.222,0.333,4.7797,6.7171,7.0962
677,0.2265,0.0,0.222,0.333,4.831,7.2429,7.0982
678,0.269,0.0,0.222,0.333,5.405,7.6831,7.1014
679,0.3105,0.0,0.222,0.333,6.7214,7.885,7.1056
680,0.353,0.0,0.222,0.333,7.5998,7.9314,7.1064
681,0.395,0.0,0.222,0.333,7.8167,7.9534,7.1036
682,0.437,0.0,0.222,0.333,7.9291,8.076,7.1025
683,0.4795,0.0,0.222,0.333,7.9853,8.2943,7.1002
684,0.521,0.0,0.222,0.333,8.0461,8.4584,7.0971
685,0.5632,0.0,0.222,0.333,7.9329,8.5707,7.0938
686,0.6055,0.0,0.222,0.333,7.8782,8.62,7.0892
687,0.6475,0.0,0.222,0.333,7.949,8.5594,7.092
688,0.6898,0.0,0.222,0.333,8.6641,8.2618,7.0957
689,0.7315,0.0,0.222,0.333,9.2955,7.7676,7.1047
690,0.774,0.0,0.222,0.333,9.0305,7.2081,7.1134
691,0.8155,0.0,0.222,0.333,8.6068,6.6488,7.1214
692,0.8582,0.0,0.222,0.333,8.1739,6.1236,7.1288
693,0.9,0.0,0.222,0.333,7.5853,5.6732,7.1386
694,0.942,0.0,0.222,0.333,6.8785,5.3299,7.1463
695,0.9845,0.0,0.222,0.333,6.3305,5.0882,7.1546
696,0.016,0.0,0.481,0.381,5.6739,5.056,7.1625
697,0.0582,0.0,0.481,0.381,5.2509,5.3179,7.1695
698,0.1005,0.0,0.481,0.381,5.0226,5.7507,7.1747
699,0.1423,0.0,0.481,0.381,4.883,6.2283,7.1791
700,0.1847,0.0,0.481,0.381,4.8183,6.7424,7.1836
701,0.2265,0.0,0.481,0.381,4.8807,7.2507,7.1888
702,0.269,0.0,0.481,0.381,5.4807,7.666,7.1928
703,0.3105,0.0,0.481,0.381,6.8223,7.8376,7.1938
704,0.353,0.0,0.481,0.381,7.6193,7.8625,7.1975
705,0.395,0.0,0.481,0.381,7.7486,7.9072,7.2019
706,0.437,0.0,0.481,0.381,7.9027,8.0488,7.2032
707,0.4795,0.0,0.481,0.381,7.9306,8.3124,7.2051
708,0.521,0.0,0.481,0.381,7.9727,8.5232,7.2082
709,0.5632,0.0,0.481,0.381,7.8518,8.6811,7.2133
710,0.6055,0.0,0.481,0.381,7.7685,8.7783,7.2219
711,0.6475,0.0,0.481,0.381,8.0171,8.7456,7.2311
712,0.6898,0.0,0.481,0.381,8.7521,8.464,7.2403
713,0.7315,0.0,0.481,0.381,9.5124,7.9669,7.239
714,0.774,0.0,0.481,0.381,9.2374,7.4047,7.2374
715,0.8155,0.0,0.481,0.381,8.7991,6.8415,7.2356
716,0.8582,0.0,0.481,0.381,8.3517,6.3071,7.2347
717,0.9,0.0,0.481,0.381,7.8209,5.8352,7.2366
718,0.942,0.0,0.481,0.381,7.0625,5.4792,7.2385
719,0.9845,0.0,0.481,0.381,6.5298,5.2253,7.2379
720,0.016,0.0,0.296,0.381,5.8643,5.1772,7.2361
721,0.0582,0.0,0.296,0.381,5.4199,5.4149,7.2353
722,0.1005,0.0,0.296,0.381,5.1453,5.8421,7.2321
723,0.1423,0.0,0.296,0.381,4.9893,6.3195,7.2304
724,0.1847,0.0,0.296,0.381,4.9266,6.8208,7.2277
725,0.2265,0.0,0.296,0.381,5.0061,7.3157,7.2258
726,0.269,0.0,0.296,0.381,5.576,7.7276,7.2236
727,0.3105,0.0,0.296,0.381,6.846,7.9156,7.2212
728,0.353,0.0,0.296,0.381,7.7084,7.9601,7.2158
729,0.395,0.0,0.296,0.381,7.8541,8.024,7.2118
730,0.437,0.0,0.296,0.381,7.9341,8.1971,7.2081
731,0.4795,0.0,0.296,0.381,7.9754,8.448,7.2039
732,0.521,0.0,0.296,0.381,8.0473,8.64,7.1965
733,0.5632,0.0,0.296,0.381,7.9746,8.7703,7.1862
734,0.6055,0.0,0.296,0.381,7.975,8.8295,7.1739
735,0.6475,0.0,0.296,0.381,8.2377,8.7676,7.1557
736,0.6898,0.0,0.296,0.381,8.9724,8.4568,7.1346
737,0.7315,0.0,0.296,0.381,9.481,7.9628,7.1223
738,0.774,0.0,0.296,0.381,9.1996,7.3995,7.1119
739,0.8155,0.0,0.296,0.381,8.7563,6.8402,7.1022
740,0.8582,0.0,0.296,0.381,8.3303,6.2967,7.0907
741,0.9,0.0,0.296,0.381,7.866,5.8105,7.0767
742,0.942,0.0,0.296,0.381,7.1076,5.436,7.0684
743,0.9845,0.0,0.296,0.381,6.5171,5.1768,7.0699
744,0.016,0.0,0.222,0.238,5.8199,5.1274,7.0777
745,0.0582,0.0,0.222,0.238,5.4004,5.3587,7.0826
746,0.1005,0.0,0.222,0.238,5.0692,5.7767,7.0867
747,0.1423,0.0,0.222,0.238,4.9484,6.2453,7.0862
748,0.1847,0.0,0.222,0.238,4.8608,6.7427,7.0835
749,0.2265,0.0,0.222,0.238,4.9621,7.2282,7.0759
750,0.269,0.0,0.222,0.238,5.5232,7.6191,7.0527
751,0.3105,0.0,0.222,0.238,6.7883,7.7757,6.9975
752,0.353,0.0,0.222,0.238,7.5776,7.7925,6.9329
753,0.395,0.0,0.222,0.238,7.7601,7.7996,6.8896
754,0.437,0.0,0.222,0.238,7.845,7.903,6.8599
755,0.4795,0.0,0.222,0.238,7.8748,8.1214,6.8347
756,0.521,0.0,0.222,0.238,7.8687,8.3017,6.8129
757,0.5632,0.0,0.222,0.238,7.7279,8.4342,6.7936
758,0.6055,0.0,0.222,0.238,7.6786,8.497,6.7685
759,0.6475,0.0,0.222,0.238,7.8025,8.4515,6.741
760,0.6898,0.0,0.222,0.238,8.4653,8.1918,6.7133
761,0.7315,0.0,0.222,0.238,9.1854,7.7531,6.6854
762,0.774,0.0,0.222,0.238,8.9506,7.2628,6.6601
763,0.8155,0.0,0.222,0.238,8.5226,6.7618,6.6329
764,0.8582,0.0,0.222,0.238,8.0553,6.2805,6.6055
765,0.9,0.0,0.222,0.238,7.5298,5.8485,6.5815
766,0.942,0.0,0.222,0.238,6.9072,5.4964,6.5646
767,0.9845,0.0,0.222,0.238,6.5531,5.201,6.5519
768,0.016,1.0,0.185,0.238,6.0089,5.0273,6.541
769,0.0582,1.0,0.185,0.238,5.5163,5.0183,6.532
770,0.1005,1.0,0.185,0.238,5.1679,5.1617,6.5226
771,0.1423,1.0,0.185,0.238,4.9377,5.4587,6.5137
772,0.1847,1.0,0.185,0.238,4.7946,5.8482,6.5056
773,0.2265,1.0,0.185,0.238,4.7805,6.2633,6.4963
774,0.269,1.0,0.185,0.238,4.9671,6.6598,6.4823
775,0.3105,1.0,0.185,0.238,5.462,6.9602,6.4577
776,0.353,1.0,0.185,0.238,6.0284,7.1348,6.4205
777,0.395,1.0,0.185,0.238,6.7198,7.2051,6.3758
778,0.437,1.0,0.185,0.238,7.1317,7.3167,6.3421
779,0.4795,1.0,0.185,0.238,7.2705,7.5242,6.3201
780,0.521,1.0,0.185,0.238,7.3463,7.6906,6.3079
781,0.5632,1.0,0.185,0.238,7.2644,7.7915,6.3031
782,0.6055,1.0,0.185,0.238,7.0763,7.8451,6.2968
783,0.6475,1.0,0.185,0.238,7.1413,7.8139,6.2848
784,0.6898,1.0,0.185,0.238,7.8014,7.5971,6.2702
785,0.7315,1.0,0.185,0.238,8.5154,7.2193,6.2504
786,0.774,1.0,0.185,0.238,8.3452,6.7861,6.2377
787,0.8155,1.0,0.185,0.238,7.8698,6.3582,6.2325
788,0.8582,1.0,0.185,0.238,7.3975,5.9486,6.2297
789,0.9,1.0,0.185,0.238,6.9539,5.5773,6.2268
790,0.942,1.0,0.185,0.238,6.5011,5.2603,6.223
791,0.9845,1.0,0.185,0.238,6.2483,4.9786,6.2103
792,0.016,1.0,0.222,0.429,5.7461,4.7927,6.1982
793,0.0582,1.0,0.222,0.429,5.3021,4.7208,6.1865
794,0.1005,1.0,0.222,0.429,4.94,4.7534,6.18
795,0.1423,1.0,0.222,0.429,4.7262,4.9071,6.176
796,0.1847,1.0,0.222,0.429,4.5992,5.1943,6.1764
797,0.2265,1.0,0.222,0.429,4.5579,5.5584,6.181
798,0.269,1.0,0.222,0.429,4.6309,5.962,6.2075
799,0.3105,1.0,0.222,0.429,4.8707,6.342,6.281
800,0.353,1.0,0.222,0.429,5.1354,6.6403,6.3796
801,0.395,1.0,0.222,0.429,5.6486,6.8411,6.4665
802,0.437,1.0,0.222,0.429,6.3225,7.0292,6.5301
803,0.4795,1.0,0.222,0.429,6.742,7.2454,6.5778
804,0.521,1.0,0.222,0.429,7.0529,7.4097,6.615
805,0.5632,1.0,0.222,0.429,7.1505,7.5091,6.6418
806,0.6055,1.0,0.222,0.429,6.9256,7.5766,6.6769
807,0.6475,1.0,0.222,0.429,6.8529,7.5819,6.7215
808,0.6898,1.0,0.222,0.429,7.451,7.4081,6.7737
809,0.7315,1.0,0.222,0.429,8.0392,7.059,6.835
810,0.774,1.0,0.222,0.429,8.0392,6.6282,6.8865
811,0.8155,1.0,0.222,0.429,7.7467,6.174,6.9307
812,0.8582,1.0,0.222,0.429,7.3306,5.7498,6.9729
813,0.9,1.0,0.222,0.429,6.8847,5.374,7.0135
814,0.942,1.0,0.222,0.429,6.4081,5.0741,7.0395
815,0.9845,1.0,0.222,0.429,5.945,4.8614,7.0591
816,0.016,0.0,0.333,0.381,5.454,4.8301,7.0713
817,0.0582,0.0,0.333,0.381,5.0214,5.0989,7.0835
818,0.1005,0.0,0.333,0.381,4.7858,5.5518,7.0943
819,0.1423,0.0,0.333,0.381,4.6298,6.0691,7.1056
820,0.1847,0.0,0.333,0.381,4.6084,6.6092,7.116
821,0.2265,0.0,0.333,0.381,4.6692,7.1455,7.1245
822,0.269,0.0,0.333,0.381,5.2662,7.592,7.1328
823,0.3105,0.0,0.333,0.381,6.6342,7.7854,7.1404
824,0.353,0.0,0.333,0.381,7.5031,7.8295,7.1469
825,0.395,0.0,0.333,0.381,7.7337,7.8608,7.1506
826,0.437,0.0,0.333,0.381,7.8488,8.0036,7.1534
827,0.4795,0.0,0.333,0.381,7.8874,8.274,7.1552
828,0.521,0.0,0.333,0.381,7.9448,8.4959,7.1566
829,0.5632,0.0,0.333,0.381,7.7945,8.6647,7.1596
830,0.6055,0.0,0.333,0.381,7.7681,8.7603,7.1651
831,0.6475,0.0,0.333,0.381,7.9214,8.7499,7.1776
832,0.6898,0.0,0.333,0.381,8.7054,8.4713,7.1901
833,0.7315,0.0,0.333,0.381,9.5097,7.9555,7.1911
834,0.774,0.0,0.333,0.381,9.276,7.3672,7.1912
835,0.8155,0.0,0.333,0.381,8.8072,6.7849,7.1923
836,0.8582,0.0,0.333,0.381,8.3421,6.2356,7.1976
837,0.9,0.0,0.333,0.381,7.8587,5.7427,7.1979
